PAY ITEM,"CODED PAY ITEMS FOR THE Jan 17, 2020 LETTING DESCRIPTION",UNIT,ABBREVIATION,S
35102500,"AGGREGATE BASE COURSE, TYPE B 13""",SQ YD  ,AGG BASE CSE B 13,
35102600,"AGGREGATE BASE COURSE, TYPE B 14""",SQ YD  ,AGG BASE CSE B 14,
35200100,"PROCESSING SOIL-CEMENT BASE COURSE  6""",SQ YD  ,PROC SOIL-CEM BC  6,
35200200,"PROCESSING SOIL-CEMENT BASE COURSE  7""",SQ YD  ,PROC SOIL-CEM BC  7,
35200300,"PROCESSING SOIL-CEMENT BASE COURSE  8""",SQ YD  ,PROC SOIL-CEM BC  8,
35200400,"PROCESSING SOIL-CEMENT BASE COURSE  9""",SQ YD  ,PROC SOIL-CEM BC  9,
35200410,"PROCESSING SOIL-CEMENT BASE COURSE  10""",SQ YD  ,PROC SOIL-CEM BC  10,
35200420,"PROCESSING SOIL-CEMENT BASE COURSE  12""",SQ YD  ,PROC SOIL-CEM BC  12,
35200500,CEMENT,100 WT ,CEMENT,
35300100,"PORTLAND CEMENT CONCRETE BASE COURSE  6""",SQ YD  ,PCC BSE CSE  6,
35300105,"PORTLAND CEMENT CONCRETE BASE COURSE 6 1/4""",SQ YD  ,PCC BSE CSE  6 1/4,
35300110,"PORTLAND CEMENT CONCRETE BASE COURSE 6 1/2""",SQ YD  ,PCC BSE CSE  6 1/2,
35300115,"PORTLAND CEMENT CONCRETE BASE COURSE 6 3/4""",SQ YD  ,PCC BSE CSE  6 3/4,
35300200,"PORTLAND CEMENT CONCRETE BASE COURSE  7""",SQ YD  ,PCC BSE CSE  7,
35300205,"PORTLAND CEMENT CONCRETE BASE COURSE 7 1/4""",SQ YD  ,PCC BSE CSE  7 1/4,
35300210,"PORTLAND CEMENT CONCRETE BASE COURSE 7 1/2""",SQ YD  ,PCC BSE CSE  7 1/2,
35300215,"PORTLAND CEMENT CONCRETE BASE COURSE 7 3/4""",SQ YD  ,PCC BSE CSE  7 3/4,
35300300,"PORTLAND CEMENT CONCRETE BASE COURSE  8""",SQ YD  ,PCC BSE CSE  8,
35300305,"PORTLAND CEMENT CONCRETE BASE COURSE 8 1/4""",SQ YD  ,PCC BSE CSE  8 1/4,
35300310,"PORTLAND CEMENT CONCRETE BASE COURSE 8 1/2""",SQ YD  ,PCC BSE CSE  8 1/2,
35300315,"PORTLAND CEMENT CONCRETE BASE COURSE 8 3/4""",SQ YD  ,PCC BSE CSE  8 3/4,
35300400,"PORTLAND CEMENT CONCRETE BASE COURSE  9""",SQ YD  ,PCC BSE CSE  9,
35300405,"PORTLAND CEMENT CONCRETE BASE COURSE 9 1/4""",SQ YD  ,PCC BSE CSE  9 1/4,
35300410,"PORTLAND CEMENT CONCRETE BASE COURSE 9 1/2""",SQ YD  ,PCC BSE CSE  9 1/2,
35300415,"PORTLAND CEMENT CONCRETE BASE COURSE 9 3/4""",SQ YD  ,PCC BSE CSE  9 3/4,
35300500,"PORTLAND CEMENT CONCRETE BASE COURSE 10""",SQ YD  ,PCC BSE CSE 10,
35300505,"PORTLAND CEMENT CONCRETE BASE COURSE 10 1/4""",SQ YD  ,PCC BSE CSE 10 1/4,
35300510,"PORTLAND CEMENT CONCRETE BASE COURSE 10 1/2""",SQ YD  ,PCC BSE CSE 10 1/2,
35300515,"PORTLAND CEMENT CONCRETE BASE COURSE 10 3/4""",SQ YD  ,PCC BSE CSE 10 3/4,
35300600,"PORTLAND CEMENT CONCRETE BASE COURSE 11""",SQ YD  ,PCC BSE CSE 11,
35300605,"PORTLAND CEMENT CONCRETE BASE COURSE 11 1/4""",SQ YD  ,PCC BSE CSE 11 1/4,
35300610,"PORTLAND CEMENT CONCRETE BASE COURSE 11 1/2""",SQ YD  ,PCC BSE CSE 11 1/2,
35300615,"PORTLAND CEMENT CONCRETE BASE COURSE 11 3/4""",SQ YD  ,PCC BSE CSE 11 3/4,
35300700,"PORTLAND CEMENT CONCRETE BASE COURSE 12""",SQ YD  ,PCC BSE CSE 12,
35300705,"PORTLAND CEMENT CONCRETE BASE COURSE 12 1/4""",SQ YD  ,PCC BSE CSE 12 1/4,
35300710,"PORTLAND CEMENT CONCRETE BASE COURSE 12 1/2""",SQ YD  ,PCC BSE CSE 12 1/2,
35300715,"PORTLAND CEMENT CONCRETE BASE COURSE 12 3/4""",SQ YD  ,PCC BSE CSE 12 3/4,
35300720,"PORTLAND CEMENT CONCRETE BASE COURSE 13""",SQ YD  ,PCC BSE CSE 13,
35300800,"PORTLAND CEMENT CONCRETE BASE COURSE 16 1/2"" - 10 1/2"" - 16 1/2""",SQ YD  ,PCC BSE 16 1/2-10 1/2,
35300900,"HIGH-EARLY-STRENGTH PORTLAND CEMENT CONCRETE BASE COURSE  6""",SQ YD  ,HES PCC BSE CSE  6,
35301000,"HIGH-EARLY-STRENGTH PORTLAND CEMENT CONCRETE BASE COURSE  7""",SQ YD  ,HES PCC BSE CSE  7,
35301100,"HIGH-EARLY-STRENGTH PORTLAND CEMENT CONCRETE BASE COURSE  8""",SQ YD  ,HES PCC BSE CSE  8,
35301200,"HIGH-EARLY-STRENGTH PORTLAND CEMENT CONCRETE BASE COURSE  9""",SQ YD  ,HES PCC BSE CSE  9,
35301202,"HIGH-EARLY-STRENGTH PORTLAND CEMENT CONCRETE BASE COURSE 9 1/4""",SQ YD  ,HES PCC BSE CSE  9.25,
35301300,"HIGH-EARLY-STRENGTH PORTLAND CEMENT CONCRETE BASE COURSE 10""",SQ YD  ,HES PCC BSE CSE 10,
35301306,"HIGH-EARLY-STRENGTH PORTLAND CEMENT CONCRETE BASE COURSE 10 3/4""",SQ YD  ,HES PCC BSE CSE 10.75,
35301400,PORTLAND CEMENT CONCRETE BASE COURSE (VARIABLE DEPTH),SQ YD  ,PCC BSE CSE VAR DP,*
35400100,"PORTLAND CEMENT CONCRETE BASE COURSE WIDENING  6""",SQ YD  ,PCC BASE CSE W  6,
35400200,"PORTLAND CEMENT CONCRETE BASE COURSE WIDENING  7""",SQ YD  ,PCC BASE CSE W  7,
35400300,"PORTLAND CEMENT CONCRETE BASE COURSE WIDENING  8""",SQ YD  ,PCC BASE CSE W  8,
35400400,"PORTLAND CEMENT CONCRETE BASE COURSE WIDENING  9""",SQ YD  ,PCC BASE CSE W  9,
35400450,"PORTLAND CEMENT CONCRETE BASE COURSE WIDENING  9 1/2""",SQ YD  ,PCC BASE CSE W  9.5,
35400475,"PORTLAND CEMENT CONCRETE BASE COURSE WIDENING  9 3/4""",SQ YD  ,PCC BASE CSE W  9 3/4,
35400500,"PORTLAND CEMENT CONCRETE BASE COURSE WIDENING 10""",SQ YD  ,PCC BASE CSE W 10,
35400510,"PORTLAND CEMENT CONCRETE BASE COURSE WIDENING 11""",SQ YD  ,PCC BASE CSE W 11,
35400520,"PORTLAND CEMENT CONCRETE BASE COURSE WIDENING 12""",SQ YD  ,PCC BASE CSE W 12,
35400540,"PORTLAND CEMENT CONCRETE BASE COURSE WIDENING 14""",SQ YD  ,PCC BASE CSE W 14,
35400542,"PORTLAND CEMENT CONCRETE BASE COURSE WIDENING 15 1/2""",SQ YD  ,PCC BASE CSE W 15 1/2,
35400600,"HIGH-EARLY-STRENGTH PORTLAND CEMENT CONCRETE BASE COURSE WIDENING  6""",SQ YD  ,HES PCC BASE CSE W  6,
35400700,"HIGH-EARLY-STRENGTH PORTLAND CEMENT CONCRETE BASE COURSE WIDENING  7""",SQ YD  ,HES PCC BASE CSE W  7,
35400800,"HIGH-EARLY-STRENGTH PORTLAND CEMENT CONCRETE BASE COURSE WIDENING  8""",SQ YD  ,HES PCC BASE CSE W  8,
35400900,"HIGH-EARLY-STRENGTH PORTLAND CEMENT CONCRETE BASE COURSE WIDENING  9""",SQ YD  ,HES PCC BASE CSE W  9,
35401000,"HIGH-EARLY-STRENGTH PORTLAND CEMENT CONCRETE BASE COURSE WIDENING 10""",SQ YD  ,HES PCC BASE CSE W 10,
35401100,PORTLAND CEMENT CONCRETE BASE COURSE WIDENING (VARIABLE DEPTH),SQ YD  ,PCC BASE CSE W VAR DP,*
35501287,"HOT-MIX ASPHALT BASE COURSE,  2 1/4""",SQ YD  ,HMA BASE CSE  2 1/4,
35501288,"HOT-MIX ASPHALT BASE COURSE,  2 1/2""",SQ YD  ,HMA BASE CSE  2 1/2,
35501290,"HOT-MIX ASPHALT BASE COURSE,  3""",SQ YD  ,HMA BASE CSE  3,
35501295,"HOT-MIX ASPHALT BASE COURSE,  3 1/2""",SQ YD  ,HMA BASE CSE  3 1/2,
35501300,"HOT-MIX ASPHALT BASE COURSE,  4""",SQ YD  ,HMA BASE CSE  4,
35501301,"HOT-MIX ASPHALT BASE COURSE,  4 1/4""",SQ YD  ,HMA BASE CSE  4 1/4,
35501302,"HOT-MIX ASPHALT BASE COURSE,  4 1/2""",SQ YD  ,HMA BASE CSE  4 1/2,
35501303,"HOT-MIX ASPHALT BASE COURSE,  4 3/4""",SQ YD  ,HMA BASE CSE  4 3/4,
35501304,"HOT-MIX ASPHALT BASE COURSE,  5""",SQ YD  ,HMA BASE CSE  5,
35501305,"HOT-MIX ASPHALT BASE COURSE,  5 1/4""",SQ YD  ,HMA BASE CSE  5 1/4,
35501306,"HOT-MIX ASPHALT BASE COURSE,  5 1/2""",SQ YD  ,HMA BASE CSE  5 1/2,
35501307,"HOT-MIX ASPHALT BASE COURSE,  5 3/4""",SQ YD  ,HMA BASE CSE  5 3/4,
35501308,"HOT-MIX ASPHALT BASE COURSE,  6""",SQ YD  ,HMA BASE CSE  6,
35501309,"HOT-MIX ASPHALT BASE COURSE,  6 1/4""",SQ YD  ,HMA BASE CSE  6 1/4,
35501310,"HOT-MIX ASPHALT BASE COURSE,  6 1/2""",SQ YD  ,HMA BASE CSE  6 1/2,
35501311,"HOT-MIX ASPHALT BASE COURSE,  6 3/4""",SQ YD  ,HMA BASE CSE  6 3/4,
35501312,"HOT-MIX ASPHALT BASE COURSE,  7""",SQ YD  ,HMA BASE CSE  7,
35501313,"HOT-MIX ASPHALT BASE COURSE,  7 1/4""",SQ YD  ,HMA BASE CSE  7 1/4,
35501314,"HOT-MIX ASPHALT BASE COURSE,  7 1/2""",SQ YD  ,HMA BASE CSE  7 1/2,
35501315,"HOT-MIX ASPHALT BASE COURSE,  7 3/4""",SQ YD  ,HMA BASE CSE  7 3/4,
35501316,"HOT-MIX ASPHALT BASE COURSE,  8""",SQ YD  ,HMA BASE CSE  8,
35501317,"HOT-MIX ASPHALT BASE COURSE,  8 1/4""",SQ YD  ,HMA BASE CSE  8 1/4,
35501318,"HOT-MIX ASPHALT BASE COURSE,  8 1/2""",SQ YD  ,HMA BASE CSE  8 1/2,
35501319,"HOT-MIX ASPHALT BASE COURSE,  8 3/4""",SQ YD  ,HMA BASE CSE  8 3/4,
35501320,"HOT-MIX ASPHALT BASE COURSE,  9""",SQ YD  ,HMA BASE CSE  9,
35501321,"HOT-MIX ASPHALT BASE COURSE,  9 1/4""",SQ YD  ,HMA BASE CSE  9 1/4,
35501322,"HOT-MIX ASPHALT BASE COURSE,  9 1/2""",SQ YD  ,HMA BASE CSE  9 1/2,
35501323,"HOT-MIX ASPHALT BASE COURSE,  9 3/4""",SQ YD  ,HMA BASE CSE  9 3/4,
35501324,"HOT-MIX ASPHALT BASE COURSE, 10""",SQ YD  ,HMA BASE CSE 10,
35501325,"HOT-MIX ASPHALT BASE COURSE, 10 1/4""",SQ YD  ,HMA BASE CSE 10 1/4,
35501326,"HOT-MIX ASPHALT BASE COURSE, 10 1/2""",SQ YD  ,HMA BASE CSE 10 1/2,
35501327,"HOT-MIX ASPHALT BASE COURSE, 10 3/4""",SQ YD  ,HMA BASE CSE 10 3/4,
35501328,"HOT-MIX ASPHALT BASE COURSE, 11""",SQ YD  ,HMA BASE CSE 11,
35501329,"HOT-MIX ASPHALT BASE COURSE, 11 1/4""",SQ YD  ,HMA BASE CSE 11 1/4,
35501330,"HOT-MIX ASPHALT BASE COURSE, 11 1/2""",SQ YD  ,HMA BASE CSE 11 1/2,
35501331,"HOT-MIX ASPHALT BASE COURSE, 11 3/4""",SQ YD  ,HMA BASE CSE 11 3/4,
35501332,"HOT-MIX ASPHALT BASE COURSE, 12""",SQ YD  ,HMA BASE CSE 12,
35501333,"HOT-MIX ASPHALT BASE COURSE, 12 1/4""",SQ YD  ,HMA BASE CSE 12 1/4,
35501334,"HOT-MIX ASPHALT BASE COURSE, 12 1/2""",SQ YD  ,HMA BASE CSE 12 1/2,
35501335,"HOT-MIX ASPHALT BASE COURSE, 12 3/4""",SQ YD  ,HMA BASE CSE 12 3/4,
35501336,"HOT-MIX ASPHALT BASE COURSE, 13""",SQ YD  ,HMA BASE CSE 13,
35501337,"HOT-MIX ASPHALT BASE COURSE, 13 1/4""",SQ YD  ,HMA BASE CSE 13 1/4,
35501338,"HOT-MIX ASPHALT BASE COURSE, 13 1/2""",SQ YD  ,HMA BASE CSE 13 1/2,
35501339,"HOT-MIX ASPHALT BASE COURSE, 13 3/4""",SQ YD  ,HMA BASE CSE 13 3/4,
35501340,"HOT-MIX ASPHALT BASE COURSE, 14""",SQ YD  ,HMA BASE CSE 14,
35501341,"HOT-MIX ASPHALT BASE COURSE, 14 1/4""",SQ YD  ,HMA BASE CSE 14 1/4,
35501342,"HOT-MIX ASPHALT BASE COURSE, 14 1/2""",SQ YD  ,HMA BASE CSE 14 1/2,
35501343,"HOT-MIX ASPHALT BASE COURSE, 15""",SQ YD  ,HMA BASE CSE 15,
35501347,"HOT-MIX ASPHALT BASE COURSE, 16""",SQ YD  ,HMA BASE CSE 16,
35501351,"HOT-MIX ASPHALT BASE COURSE, 17""",SQ YD  ,HMA BASE CSE 17,
35600650,"HOT-MIX ASPHALT BASE COURSE WIDENING, 4""",SQ YD  ,HMA BC WID  4,
35600665,"HOT-MIX ASPHALT BASE COURSE WIDENING, 4 3/4""",SQ YD  ,HMA BC WID  4 3/4,
35600670,"HOT-MIX ASPHALT BASE COURSE WIDENING, 5""",SQ YD  ,HMA BC WID  5,
35600675,"HOT-MIX ASPHALT BASE COURSE WIDENING, 5 1/4""",SQ YD  ,HMA BC WID  5 1/4,
35600685,"HOT-MIX ASPHALT BASE COURSE WIDENING, 5 1/2""",SQ YD  ,HMA BC WID  5 1/2,
35600690,"HOT-MIX ASPHALT BASE COURSE WIDENING, 5 3/4""",SQ YD  ,HMA BC WID  5 3/4,
35600700,"HOT-MIX ASPHALT BASE COURSE WIDENING, 6""",SQ YD  ,HMA BC WID  6,
35600702,"HOT-MIX ASPHALT BASE COURSE WIDENING, 6 1/2""",SQ YD  ,HMA BC WID  6 1/2,
35600703,"HOT-MIX ASPHALT BASE COURSE WIDENING, 6 3/4""",SQ YD  ,HMA BC WID  6 3/4,
35600704,"HOT-MIX ASPHALT BASE COURSE WIDENING, 7""",SQ YD  ,HMA BC WID  7,
35600705,"HOT-MIX ASPHALT BASE COURSE WIDENING, 7 1/4""",SQ YD  ,HMA BC WID  7 1/4,
35600706,"HOT-MIX ASPHALT BASE COURSE WIDENING, 7 1/2""",SQ YD  ,HMA BC WID  7 1/2,
35600707,"HOT-MIX ASPHALT BASE COURSE WIDENING, 7 3/4""",SQ YD  ,HMA BC WID  7 3/4,
35600708,"HOT-MIX ASPHALT BASE COURSE WIDENING, 8""",SQ YD  ,HMA BC WID  8,
35600709,"HOT-MIX ASPHALT BASE COURSE WIDENING, 8 1/4""",SQ YD  ,HMA BC WID  8 1/4,
35600710,"HOT-MIX ASPHALT BASE COURSE WIDENING, 8 1/2""",SQ YD  ,HMA BC WID  8 1/2,
35600711,"HOT-MIX ASPHALT BASE COURSE WIDENING, 8 3/4""",SQ YD  ,HMA BC WID  8 3/4,
35600712,"HOT-MIX ASPHALT BASE COURSE WIDENING, 9""",SQ YD  ,HMA BC WID  9,
35600713,"HOT-MIX ASPHALT BASE COURSE WIDENING, 9 1/4""",SQ YD  ,HMA BC WID  9 1/4,
35600714,"HOT-MIX ASPHALT BASE COURSE WIDENING, 9 1/2""",SQ YD  ,HMA BC WID  9 1/2,
35600715,"HOT-MIX ASPHALT BASE COURSE WIDENING, 9 3/4""",SQ YD  ,HMA BC WID  9 3/4,
35600716,"HOT-MIX ASPHALT BASE COURSE WIDENING, 10""",SQ YD  ,HMA BC WID 10,
35600717,"HOT-MIX ASPHALT BASE COURSE WIDENING, 10 1/4""",SQ YD  ,HMA BC WID 10 1/4,
35600718,"HOT-MIX ASPHALT BASE COURSE WIDENING, 10 1/2""",SQ YD  ,HMA BC WID 10 1/2,
35600719,"HOT-MIX ASPHALT BASE COURSE WIDENING, 10 3/4""",SQ YD  ,HMA BC WID 10 3/4,
35600720,"HOT-MIX ASPHALT BASE COURSE WIDENING, 11""",SQ YD  ,HMA BC WID 11,
35600721,"HOT-MIX ASPHALT BASE COURSE WIDENING, 11 1/4""",SQ YD  ,HMA BC WID 11 1/4,
35600722,"HOT-MIX ASPHALT BASE COURSE WIDENING, 11 1/2""",SQ YD  ,HMA BC WID 11 1/2,
35600724,"HOT-MIX ASPHALT BASE COURSE WIDENING, 12""",SQ YD  ,HMA BC WID 12,
35600725,"HOT-MIX ASPHALT BASE COURSE WIDENING, 12 1/4""",SQ YD  ,HMA BC WID 12 1/4,
35600726,"HOT-MIX ASPHALT BASE COURSE WIDENING, 12 1/2""",SQ YD  ,HMA BC WID 12 1/2,
35600728,"HOT-MIX ASPHALT BASE COURSE WIDENING, 13""",SQ YD  ,HMA BC WID 13,
35600730,"HOT-MIX ASPHALT BASE COURSE WIDENING, 13 1/2""",SQ YD  ,HMA BC WID 13 1/2,
35600732,"HOT-MIX ASPHALT BASE COURSE WIDENING, 14""",SQ YD  ,HMA BC WID 14,
35650100,"BASE COURSE WIDENING  6""",SQ YD  ,BASE CSE WID  6,
35650200,"BASE COURSE WIDENING  7""",SQ YD  ,BASE CSE WID  7,
35650300,"BASE COURSE WIDENING  8""",SQ YD  ,BASE CSE WID  8,
35650352,"BASE COURSE WIDENING  8 1/2""",SQ YD  ,BASE CSE WID  8.5,
35650400,"BASE COURSE WIDENING  9""",SQ YD  ,BASE CSE WID  9,
35650500,"BASE COURSE WIDENING 10""",SQ YD  ,BASE CSE WID 10,
35650510,"BASE COURSE WIDENING 11""",SQ YD  ,BASE CSE WID 11,
35650520,"BASE COURSE WIDENING 12""",SQ YD  ,BASE CSE WID 12,
35650530,"BASE COURSE WIDENING 13""",SQ YD  ,BASE CSE WID 13,
35650544,"BASE COURSE WIDENING 14 1/2""",SQ YD  ,BASE CSE WID 14.5,
35650600,BASE COURSE WIDENING (VARIABLE DEPTH),SQ YD  ,BASE CSE WID VAR DP,*
35800100,PREPARATION OF BASE,SQ YD  ,PREPARATION OF BASE,
35800200,AGGREGATE BASE REPAIR,TON    ,AGG BASE REPAIR,
40200100,"AGGREGATE SURFACE COURSE, TYPE A",TON    ,AGG SURF CSE A,
40200200,"AGGREGATE SURFACE COURSE, TYPE A",CU YD  ,AGG SURF CSE A,
40200300,"AGGREGATE SURFACE COURSE, TYPE A  4""",SQ YD  ,AGG SURF CSE A  4,
40200400,"AGGREGATE SURFACE COURSE, TYPE A  5""",SQ YD  ,AGG SURF CSE A  5,
40200500,"AGGREGATE SURFACE COURSE, TYPE A  6""",SQ YD  ,AGG SURF CSE A  6,
40200600,"AGGREGATE SURFACE COURSE, TYPE A  7""",SQ YD  ,AGG SURF CSE A  7,
40200700,"AGGREGATE SURFACE COURSE, TYPE A  8""",SQ YD  ,AGG SURF CSE A  8,
40200710,"AGGREGATE SURFACE COURSE, TYPE A 10""",SQ YD  ,AGG SURF CSE A 10,*
40200720,"AGGREGATE SURFACE COURSE, TYPE A 12""",SQ YD  ,AGG SURF CSE A 12,*
40200800,"AGGREGATE SURFACE COURSE, TYPE B",TON    ,AGG SURF CSE B,
40200900,"AGGREGATE SURFACE COURSE, TYPE B",CU YD  ,AGG SURF CSE B,
40201000,AGGREGATE FOR TEMPORARY ACCESS,TON    ,AGGREGATE-TEMP ACCESS,
40300200,BITUMINOUS MATERIALS (PRIME COAT),TON    ,BIT MATLS PR CT,
40300400,BITUMINOUS MATERIALS (COVER AND SEAL COATS),TON    ,BIT MATLS C&S CT,
40300405,POLYMERIZED BITUMINOUS MATERIALS (COVERS AND SEAL COATS),TON    ,P BIT MATLS C&S CT,
40300500,COVER COAT AGGREGATE,TON    ,COVER COAT AGG,
40300600,SEAL COAT AGGREGATE,TON    ,SEAL COAT AGG,
40400001,FIBER-MODIFIED ASPHALT CRACK SEALING,FOOT   ,FIBR MOD ASP CRK SEAL,
40400002,ASPHALTIC EMULSION SLURRY SEAL,SQ YD  ,ASPH EM SLURRY SEAL,
40400020,BUMP REMOVAL,EACH   ,BUMP REMOVAL,
40400050,MICRO-SURFACING RUT FILLING,FOOT   ,MICRO-SURF  RUT FILL,*
40400070,"ASPHALTIC EMULSION SLURRY SEAL, MIXTURE C",SQ YD  ,ASP EMUL SLRY SEAL MC,
40400071,"ASPHALTIC EMULSION SLURRY SEAL, MIXTURE D",SQ YD  ,ASP EMUL SLRY SEAL MD,
40400072,"ASPHALTIC EMULSION SLURRY SEAL, MIXTURE E",SQ YD  ,ASP EMUL SLRY SEAL ME,
40400118,"MICRO-SURFACING, SINGLE PASS",SQ YD  ,"MICRO-SURF, SNGL PASS",
40400119,"MICRO-SURFACING, 2 PASSES",SQ YD  ,"MICRO-SURF, 2 PASSES",
40400120,"MICRO-SURFACING, SINGLE PASS, MIXTURE C",SQ YD  ,MICRO-SURF SNGL MC,
40400121,"MICRO-SURFACING, SINGLE PASS, MIXTURE D",SQ YD  ,MICRO-SURF SNGL MD,
40400122,"MICRO-SURFACING, SINGLE PASS, MIXTURE E",SQ YD  ,MICRO-SURF SNGL ME,
40500001,FIBER-MODIFIED ASPHALT CRACK SEALING,FOOT   ,FIBR MOD ASP CRK SEAL,
40500061,"CAPE SEAL, TYPE II",SQ YD  ,"CAPE SEAL, TYPE II",
40500063,"CAPE SEAL, TYPE II, MIXTURE C",SQ YD  ,"CAPE SEAL,TY 2,MIX C",
40500064,"CAPE SEAL, TYPE II, MIXTURE D",SQ YD  ,"CAPE SEAL,TY 2,MIX D",
40500065,"CAPE SEAL, TYPE II, MIXTURE E",SQ YD  ,"CAPE SEAL,TY 2,MIX E",
40600250,RAPID SETTING POLYMER MODIFIED EMULSION,POUND  ,RAP SET POLY MOD EMUL,
40600275,BITUMINOUS MATERIALS (PRIME COAT),POUND  ,BIT MATLS PR CT,
40600285,POLYMERIZED BITUMINOUS MATERIALS (PRIME COAT),POUND  ,P BIT MATLS PR CT,*
40600290,BITUMINOUS MATERIALS (TACK COAT),POUND  ,BIT MATLS TACK CT,
40600295,POLYMERIZED BITUMINOUS MATERIALS (TACK COAT),POUND  ,P BIT MATLS TACK CT,
40600400,"MIXTURE FOR CRACKS, JOINTS, AND FLANGEWAYS",TON    ,MIX CR JTS FLANGEWYS,
40600515,"LEVELING BINDER (HAND METHOD), N30",TON    ,LEV BIND HM N30,
40600525,"LEVELING BINDER (HAND METHOD), N50",TON    ,LEV BIND HM N50,
40600527,"LEVELING BINDER (HAND METHOD), IL-9.5FG, N50",TON    ,LB HM IL-9.5FG N50,*
40600535,"LEVELING BINDER (HAND METHOD), N70",TON    ,LEV BIND HM N70,
40600537,"LEVELING BINDER (HAND METHOD), IL-9.5FG, N70",TON    ,LB HM IL-9.5FG N70,*
40600545,"LEVELING BINDER (HAND METHOD), N90",TON    ,LEV BIND HM N90,
40600547,"LEVELING BINDER (HAND METHOD), IL-9.5FG, N90",TON    ,LB HM IL-9.5FG N90,*
40600615,"LEVELING BINDER (MACHINE METHOD), N30",TON    ,LEV BIND MM N30,
40600625,"LEVELING BINDER (MACHINE METHOD), N50",TON    ,LEV BIND MM N50,
40600627,"LEVELING BINDER (MACHINE METHOD), IL-9.5FG, N50",TON    ,LB MM IL-9.5FG N50,*
40600635,"LEVELING BINDER (MACHINE METHOD), N70",TON    ,LEV BIND MM N70,
40600637,"LEVELING BINDER (MACHINE METHOD), IL-9.5FG, N70",TON    ,LB MM IL-9.5FG N70,*
40600645,"LEVELING BINDER (MACHINE METHOD), N90",TON    ,LEV BIND MM N90,
40600647,"LEVELING BINDER (MACHINE METHOD), IL-9.5FG, N90",TON    ,LB MM IL-9.5FG N90,*
40600705,"POLYMERIZED LEVELING BINDER (HAND METHOD), N30",TON    ,P LEV BIND HM N30,
40600725,"POLYMERIZED LEVELING BINDER (HAND METHOD), N50",TON    ,P LEV BIND HM N50,
40600727,"POLYMERIZED LEVELING BINDER (HAND METHOD), IL-9.5FG, N50",TON    ,P LB HM IL-9.5FG N50,*
40600729,"POLYMERIZED LEVELING BINDER (HAND METHOD), IL-9.5FG, N50",TON    ,P LB HM IL-9.5FG N50,*
40600735,"POLYMERIZED LEVELING BINDER (HAND METHOD), N70",TON    ,P LEV BIND HM N70,
40600745,"POLYMERIZED LEVELING BINDER (HAND METHOD), N90",TON    ,P LEV BIND HM N90,
40600747,"POLYMERIZED LEVELING BINDER (HAND METHOD), IL-9.5FG, N90",TON    ,P LB HM IL-9.5FG N90,*
40600815,"POLYMERIZED LEVELING BINDER (MACHINE METHOD), N30",TON    ,P LEV BIND MM N30,
40600825,"POLYMERIZED LEVELING BINDER (MACHINE METHOD), N50",TON    ,P LEV BIND MM N50,
40600827,"POLYMERIZED LEVELING BINDER (MACHINE METHOD), IL-4.75, N50",TON    ,P LB MM IL-4.75  N50,
40600829,"POLYMERIZED LEVELING BINDER (MACHINE METHOD), IL-9.5FG, N50",TON    ,P LB MM IL-9.5FG N50,*
40600837,"POLYMERIZED LEVELING BINDER (MACHINE METHOD), N70",TON    ,P LEV BIND MM N70,
40600839,"POLYMERIZED LEVELING BINDER (MACHINE METHOD), IL-9.5FG, N70",TON    ,P LB MM IL-9.5FG N70,*
40600845,"POLYMERIZED LEVELING BINDER (MACHINE METHOD), N90",TON    ,P LEV BIND MM N90,
40600847,"POLYMERIZED LEVELING BINDER (MACHINE METHOD), IL-9.5FG, N90",TON    ,P LB MM IL-9.5FG N90,*
40600900,"HOT-MIX ASPHALT BINDER COURSE (HAND METHOD), N50",TON    ,HMA BC HM N50,
40600901,"HOT-MIX ASPHALT BINDER COURSE (HAND METHOD), N70",TON    ,HMA BC HM N70,
40600902,"HOT-MIX ASPHALT BINDER COURSE (HAND METHOD), N90",TON    ,HMA BC HM N90,
40600903,"HOT-MIX ASPHALT BINDER COURSE (HAND METHOD), N30",TON    ,HMA BC HM N30,
40600905,"POLYMERIZED HOT-MIX ASPHALT BINDER COURSE (HAND METHOD), N50",TON    ,P HMA BC HM N50,
40600906,"POLYMERIZED HOT-MIX ASPHALT BINDER COURSE (HAND METHOD), N70",TON    ,P HMA BC HM N70,
40600907,"POLYMERIZED HOT-MIX ASPHALT BINDER COURSE (HAND METHOD), N90",TON    ,P HMA BC HM N90,
40600908,"POLYMERIZED HOT-MIX ASPHALT BINDER COURSE (HAND METHOD), N30",TON    ,P HMA BC HM N30,
40600982,HOT-MIX ASPHALT SURFACE REMOVAL - BUTT JOINT,SQ YD  ,HMA SURF REM BUTT JT,
40600985,PORTLAND CEMENT CONCRETE SURFACE REMOVAL - BUTT JOINT,SQ YD  ,PCC SURF REM BUTT JT,
40600990,TEMPORARY RAMP,SQ YD  ,TEMPORARY RAMP,
40601005,HOT-MIX ASPHALT REPLACEMENT OVER PATCHES,TON    ,HMA REPL OVER PATCH,*
40602965,"HOT-MIX ASPHALT BINDER COURSE, IL-9.5FG, N50",TON    ,HMA BC IL-9.5FG N50,
40602970,"HOT-MIX ASPHALT BINDER COURSE, IL-9.5FG, N70",TON    ,HMA BC IL-9.5FG N70,
